NULL;Là où tout commence…;Vous avez voyagé depuis un lieu lointain et avez rejoint les forces de l'être mythique Ring. Ensemble, vous devez défendre les innocents contre le sinistre dresseur Dragaux et sa sombre influence ! Tout dépend de toi, joueur ! ;https://static.wikia.nocookie.net/ringfitadventure/images/9/96/Screenshot_2020-08-18_at_10.48.01_AM.png;#
NULL;Les contrées nocturnes;"Vous avez rejoint les forces de Ring et presque battu Dragaux avant que le méchant ne s'enfuie. Plus Dragaux exercera sa sombre influence, plus il deviendra fort. Tu dois l'arrêter !

Les monstres que Dragaux a créés ont commencé à attaquer les gens ! Il y a une ville à proximité qui pourrait être en danger. Protège les habitants du règne de terreur de Dragaux !

Avec Ring, tu as protégé les habitants de la ville des monstres envahisseurs. Mais il y a sûrement d'autres personnes en danger. Continue à avancer, joueur !";https://static.wikia.nocookie.net/ringfitadventure/images/e/ed/RingFitWorld2.PNG;#
NULL;La boutique et la pierre brillante;"Dragaux a atteint une terre à forte population humaine. Travaillez avec Ring pour empêcher Dragaux de répandre sa sombre influence !

Tu as retrouvé Bichon au magasin général, mais des monstres ont volé les ingrédients de son smoothie. Prétextant qu'il ne peut pas rentrer chez lui sans un cadeau pour sa femme, est parti à la recherche d'un souvenir.

Bichette et Bichon ont un nouveau problème : leur mixeur est cassé. Ils ont dit qu'un nouveau mixeur pouvait être trouvé dans l'Usine Générale, mais cette zone est pleine de monstres !

Toi et Ring avez récupéré un nouveau mixeur. Maintenant, vous pouvez acheter des smoothies au magasin général ! Les smoothies sont excellents pour la récupération, alors essaie d'en avoir toujours à portée de main !

La pierre brillante que cherchait Bichette était en fait un pouvoir volé à Ring ! Maintenant que son pouvoir des smoothies est restauré, Ring peut te préparer des smoothies à tout moment !";https://static.wikia.nocookie.net/ringfitadventure/images/2/27/Screenshot_2020-09-21_at_3.37.58_PM.png;#
NULL;Le royaume de Sporte;"Dragaux a fui vers le Royaume de Sporte. Ring pense que les Sportiates seront à l'abri de l'influence de Dragaux, mais tu sais mieux.

Dragaux est de l'autre côté d'une large rivière que tu ne peux pas traverser, mais ne t'inquiète pas. Le commandant Sportiate t'entraînera à traverser cette rivière à la manière des Sportiates !

Dragaux est de l'autre côté d'une large rivière. Comme toi et Ring n'avez aucun moyen de la traverser, le commandant Sportiate a commencé à t'entraîner à la traverser comme un sportif !

Après avoir obtenu l'approbation du Commandant Sportan, des monstres sont soudainement apparus dans le Trésor de Sporte, où l'on dit qu'un joyau étincelant se trouve. Détruis les monstres et recherche le joyau brillant !

Tu as aidé Ring à vaincre les monstres et à récupérer la pierre brillante, qui contenait la capacité d'aviron de rivière volée à Ring ! Tu peux maintenant traverser la plus large des rivières !

Tu as aidé Ring à récupérer sa capacité à ramer, ce qui vous a permis à tous les deux de traverser la rivière Sportiate en toute sécurité. Prochaine étape, Dragaux !";https://static.wikia.nocookie.net/ringfitadventure/images/f/f2/World_4_map.png;#
NULL;Drago contre les quatre maîtres;"Tu as chassé Dragaux du Royaume de Sporte et ramené l'espoir au peuple Sportan. Pourtant, le discours de Dragaux sur le renforcement de ses défenses est inquiétant.

Tu as rencontré Allegra, le maître des jambes. Quand elle a appris que tu cherchais Dragaux, elle est allée consulter les autres maîtres. Va rejoindre Allegra pour voir ce qu'ils pensent.

Allegra t'a approuvé, mais maintenant tu dois gagner le respect d'Armando, le maître des bras.

Vous avez rencontré le maître de bras, Armando. Il est aussi intense que musclé, et il semble très méfiant à ton égard. Attention, car son épreuve sera très délicate.

Vous avez obtenu les approbations d'Allegra et d'Armando. Vous devez maintenant relever le défi d'Abdonis, le maître des abdos !

Vous avez sauvé un jeune homme piégé par des chutes de pierres. Maintenant que la route est dégagée, vous pouvez continuer votre voyage pour rencontrer Abdonis, le maître des abdos !

Le jeune homme que vous avez sauvé était en fait Abdonis, le maître des abdos lui-même ! Maintenant que vous avez passé l'épreuve d'Abdonis, il ne reste plus que Guru Andma, le maître de l'équilibre !

Après que tu aies vaincu la boule de compagnie de Guru Andma au combat, les quatre maîtres ont accepté de t'aider à vaincre Dragaux. Ils vous attendent maintenant dans le stade à venir. ";https://static.wikia.nocookie.net/ringfitadventure/images/9/9b/World_5_map_2.png;#
NULL;Le pays sous emprise;"Dragaux a capturé les quatre maîtres ! Tu dois les libérer avant que le plan diabolique qu'il a en tête ne se réalise !

Cette terre est complètement sous le contrôle de la sombre influence de Dragaux. Même les quatre maîtres sont en danger de succomber à son pouvoir. Arrêter Dragaux devra attendre - tu dois d'abord sauver les quatre maîtres !

Tu as retrouvé Allegra, Armando et Abdonis et tu as découvert qu'ils sont complètement sous le contrôle de la sombre influence de Dragaux.

Tu as retrouvé le gourou Andma et découvert que, tout comme Allegra, Armando et Abdonis, elle était complètement sous le contrôle de la sombre influence de Dragaux. ";https://static.wikia.nocookie.net/ringfitadventure/images/8/8c/World_6_map.png;#
NULL;La beauté filante de la forêt;"Dragaux s'est envolé avec les quatre maîtres sous son emprise. Poursuivez-les, et libérez-les de sa sombre influence !

En cherchant Allegra, tu as entendu parler d'une femme nommée Dashley, qui pourrait savoir où la trouver. Voyagez jusqu'à Trotter's Grove et trouvez Dashley !

Dashley ne peut conserver sa jeunesse que si elle continue à courir, mais des monstres bloquent son chemin de jogging dans la forêt. Aide Dashley pour pouvoir lui demander des nouvelles d'Allegra !

Dashley était autrefois le maître d'Allegra. Allegra pensait qu'elle pouvait empêcher Dashley de courir et ainsi devenir elle-même un coureur de haut niveau. Allegra peut-elle être sauvée de la sombre influence ? ";https://static.wikia.nocookie.net/ringfitadventure/images/f/f3/World_7_map.png;#
NULL;Les larmes d'Ondine;"Dashley a accepté de veiller sur son élève, Allegra, et d'essayer d'avoir une influence positive. Toi et Ring êtes passés à la terre suivante, après Dragaux.

Cette terre est en proie à une pluie incessante formée par les larmes d'une déesse appelée Solar Plexia, qui ne devrait apporter que des jours ensoleillés à son peuple. Peut-être pouvez-vous aider ?

La prêtresse vous a indiqué comment vous rendre au sanctuaire de Solar Plexia, mais elle vous a également révélé que les gouttes de pluie que vous aviez recueillies n'avaient aucune utilité. Vous commencez à vous interroger sur l'identité du jeune homme qui a mentionné les gouttes de pluie...

Abdonis a bloqué la route menant au sanctuaire de Solar Plexia. Vous réalisez maintenant que le jeune homme qui a mentionné les gouttes de pluie était aussi lui déguisé. Vous vous rendez compte qu'Abdonis semble bien connaître cet endroit... ";https://static.wikia.nocookie.net/ringfitadventure/images/a/a0/Screenshot_20200818-071429.png;#
NULL;Le temple de Grodur;"La prêtresse servant Solar Plexia était en réalité la mère d'Abdonis. Mais il n'y a pas de temps pour digérer cela, car Dragaux a volé la sphère de lumière de Solar Plexia !

Tu as appris que Dragaux a laissé l'orbe de lumière de Ring à Armando dans son Dojo Flex. Le récupérer pourrait être un problème. L'orbe (ou la sphère) est le jump boost de Ring ! !! Tu as récupéré la capacité Jump Boost de Ring ! Dragaux a répondu en déchargeant sa rage sur Armando, en envoyant des monstres dans son gymnase d'entraînement. Ne sont-ils pas dans le même camp ?!";https://static.wikia.nocookie.net/ringfitadventure/images/e/ed/World_9_map.png;#
NULL;Bienvenue en Amusie;"Vous avez récupéré la capacité Jump Boost de Ring ! Il ne lui reste plus qu'une capacité avant d'avoir récupéré tous ses pouvoirs.

Le paradis des enfants, Grandminion Gauntlet, se dresse entre toi et Dragaux. Si tu espères l'atteindre, tu devras gagner des parties contre tous les Grandminions que Guru Andma a formés.

Tu as vaincu Guru Andma et ses Grandminions ! Tu peux maintenant affronter Dragaux !";https://static.wikia.nocookie.net/ringfitadventure/images/3/3b/World_10_map.png;#
